Seed,N,DM_Stat,p_value,Significant
42,167,3.6590767689635593,0.00025312551101985825,True
52,167,4.099908673706089,4.1331320750570555e-05,True
62,167,3.970695600157377,7.16630931145712e-05,True
72,167,4.04931525399482,5.1367709986704924e-05,True
82,167,-0.27414929281927936,0.7839698941522679,False
