CEV,k,TargetHistory_LSTM_RMSE,PCA_LSTM_RMSE,RMSE_gain_vs_target_history,RMSE_gain_pct_vs_target_history,TargetHistory_LSTM_MAE,PCA_LSTM_MAE,MAE_gain_vs_target_history,MAE_gain_pct_vs_target_history,TargetHistory_LSTM_R2,PCA_LSTM_R2
0.75,2.0,26.243990875056713,21.695154553316176,4.548836321740538,17.332868096917093,16.938495808383227,13.81789401197605,3.1206017964071773,18.423134094721235,0.4692857539537979,0.6373175956848984
0.8,3.0,26.243990875056713,24.728418903231805,1.515571971824908,5.774929503063367,16.938495808383227,16.888262874251488,0.05023293413173846,0.2965607731642682,0.4692857539537979,0.5288125791299509
0.85,4.0,26.243990875056713,27.40372397947574,-1.1597331044190256,-4.4190424769629075,16.938495808383227,19.50988323353294,-2.5713874251497124,-15.180730651874516,0.4692857539537979,0.42134440262061046
0.9,6.0,26.243990875056713,31.703785531793955,-5.459794656737241,-20.803980167233014,16.938495808383227,22.101759281437122,-5.163263473053895,-30.48242023059973,0.4692857539537979,0.22549677168900617
0.95,11.0,26.243990875056713,32.156448222202435,-5.912457347145722,-22.528804309123373,16.938495808383227,22.23142874251496,-5.292932934131734,-31.247951376604217,0.4692857539537979,0.203222362492799
