Seed,N,DM_Stat,p_value,Significant
42,167,-2.38571162980081,0.017046111523294938,True
52,167,-1.7312341533779936,0.08341001019105065,False
62,167,-2.394589680570723,0.01663897386637836,True
72,167,-1.774259745670709,0.0760201957335529,False
82,167,-1.9653400000461712,0.049374898881085816,True
