Metric,Mean,Std,Min,Max
RMSE,24.504818062132394,0.5563864097046591,24.058552669993016,25.441018702456415
MAE,15.897386765531436,0.38253663579305264,15.345899168459955,16.279873397735773
MAPE(%),1.2726817376823154,0.02956711060847074,1.2299251815927785,1.3032003603249862
R2,0.5371044249963468,0.021249396092019607,0.5012648427851878,0.5539947366449479
