Seed,N,DM_Stat,p_value,Significant
42,167,-1.9440722942470545,0.05188673375265607,False
52,167,-1.9651361574938944,0.04939848070382813,True
62,167,-2.3380898377056125,0.01938258827943451,True
72,167,-2.1728532954852646,0.02979136058574139,True
82,167,-2.10115757026371,0.03562713660947736,True
