Lookback,Batch_size,Train_RMSE,Train_MAE,Train_MAPE(%),Val_RMSE,Val_MAE,Val_MAPE(%),Train_samples,Val_samples,Train_period_start,Train_period_end,Val_period_start,Val_period_end,Best_Epoch
10,8,28.112433808302836,21.62273706240346,1.8609649846766128,27.149980679673956,23.555449853912595,1.8649613317651086,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,10
10,16,30.581777821072517,23.50554398801391,2.0279653847760652,27.381036504527234,23.486070844448673,1.8611711526059147,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,20
10,32,34.051959022025436,26.32408049492782,2.264332560527844,23.801129922278406,19.346323281885162,1.545370412683852,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,72
20,8,28.577933685437795,21.969174184873125,1.8954936978323809,27.37395579598943,23.350061650470014,1.8518718270502519,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,5
20,16,31.013817986976232,23.702152038101083,2.046449400303125,30.445778896442768,26.1604182148755,2.0713089934241133,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,10
20,32,33.55251387881532,25.295420740408495,2.191214463564605,32.846844133776344,28.672636242378037,2.265409191178757,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,18
30,8,29.529926403041877,22.649835745468447,1.9701830400509077,27.67805669059157,23.620586096290644,1.8726685140016381,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,4
30,16,32.408863540687186,24.828477981024587,2.1526286142056628,31.5894376930903,26.992141569804364,2.139196292177791,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,8
30,32,34.38936640901938,26.247484902845542,2.2673814079028523,33.78295817728926,28.923225832063,2.2912078960057958,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,15
45,8,29.798191146901594,22.80464765684668,1.9911580006542289,28.539447131855393,24.539630216272855,1.9447359139941742,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,87
45,16,33.47654820605761,25.512927166536727,2.2147354437142317,32.13408382570912,27.39584147135416,2.171393836602137,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,7
45,32,35.036357448849685,26.54043845866217,2.2953737976117288,33.95979498716926,29.116156472306905,2.3060495034748714,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,14
60,8,23.88154232352969,18.282359157530205,1.6104469134718118,25.981355312363313,22.68781607278962,1.797840491369189,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,100
60,16,31.289216731716706,23.797548243418465,2.088613396265598,31.556969406275947,27.21695586413871,2.156705233373983,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,11
60,32,33.18522306566223,25.033392482725517,2.195396732495893,33.40529676995025,28.786896198551823,2.280341660100058,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,14
