Lookback,Batch_size,Train_RMSE,Train_MAE,Train_MAPE(%),Val_RMSE,Val_MAE,Val_MAPE(%),Train_samples,Val_samples,Train_period_start,Train_period_end,Val_period_start,Val_period_end,Best_Epoch
10,8,21.020049609834345,16.11301053239366,1.3953675338046765,19.429612605062708,15.346050360454777,1.2293808557528159,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,90
10,16,23.545197330586717,17.9679093300707,1.558592983272375,23.768018139599032,20.129191834984752,1.599658994773628,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,155
10,32,22.900114589009707,17.27834120369683,1.492601869063735,21.65894249190696,17.001292039824694,1.366355320546327,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,146
20,8,21.653149367359163,16.625335286458334,1.439136142120596,21.423998181707297,17.223965359819616,1.3812272636355827,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,96
20,16,23.10735036058981,17.64830351127211,1.5380607765810492,22.05033075057941,17.704759273373988,1.4204184849859758,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,92
20,32,24.555259021315692,18.704952737970874,1.6322387433775243,22.69025249985883,17.916655432228154,1.439861991770274,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,85
30,8,23.305949183817294,18.115254581737894,1.5567408234106725,20.49051521785805,16.35204875666921,1.3117157349273543,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,65
30,16,22.692505557680107,17.17698333378366,1.4977097114006421,21.60864782577886,17.68955133701728,1.4160385998882372,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,141
30,32,25.91929727482749,19.513513883206212,1.7063932050269404,30.161756566035677,26.428310268991353,2.0900302585810824,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,40
45,8,23.710205119481635,18.121833371785897,1.5917653643196676,25.498037506987945,21.81937543667428,1.7275387322692297,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,14
45,16,25.82532645393792,19.56702388600274,1.7157477558762249,26.313796518985843,22.647916507876012,1.7949691478642862,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,29
45,32,27.748743085471297,20.500582083956534,1.7894685036555908,27.0841428148765,23.379578926892776,1.8526034703372933,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,40
60,8,24.355526826350392,18.753593734612988,1.6391498577747299,26.891895446820367,23.044000412855684,1.8216770347286901,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,47
60,16,28.03040340213001,20.49976704060531,1.8024532228565477,30.371623621019527,26.55803865758383,2.0982273359593266,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,45
60,32,26.4256606118463,19.826029981084233,1.741256853266227,37.820811055957634,33.803139211763195,2.6663450232962176,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,38
