Lookback,Batch_size,Train_RMSE,Train_MAE,Train_MAPE(%),Val_RMSE,Val_MAE,Val_MAPE(%),Train_samples,Val_samples,Train_period_start,Train_period_end,Val_period_start,Val_period_end,Best_Epoch
10,8,22.677203363074934,17.03796346338076,1.4717829992206568,28.911498384051704,22.3788222894436,1.8027383361176665,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,19
10,16,23.940482574236494,18.01157976621911,1.553898302947184,25.169707322653334,20.179307990345535,1.6207198790355604,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,37
10,32,24.995040329419492,18.690048447525548,1.6157416560177686,24.193704770991047,19.636405694232728,1.5739584505864979,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,48
20,8,20.692225218455288,15.418071170777317,1.344715006752378,36.73871506147981,27.54822761845783,2.229477488683228,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,17
20,16,22.04933390624631,16.51343066784763,1.4428556689248808,34.569913084096044,25.52169921875,2.06672415976665,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,16
20,32,23.02239567474441,17.32069960483285,1.5103433108547064,28.39603111390363,20.45005188484502,1.655488624056388,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,31
30,8,20.875028652523582,15.465699530439418,1.3519706267489209,46.469705094136636,37.16145237868396,2.998161579677204,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,15
30,16,22.018324340719882,16.51226713519794,1.446337050199893,32.997161749482295,24.715939087906506,1.9985161394331104,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,21
30,32,23.50480151604922,17.441887641273468,1.5202002033182929,27.675634059010168,21.27303147230692,1.7135936236685405,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,31
45,8,21.46297747225222,15.980301352071667,1.4062276891655061,44.01042855016985,34.13332134463924,2.7552373410915334,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,16
45,16,22.540508310720394,16.759563500429607,1.4738519452608412,31.870694760509377,24.069067660696142,1.9447018934539346,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,24
45,32,24.531843276202377,18.004450822818548,1.5715296603062356,27.47867860107152,20.629293461001016,1.6645370758121127,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,32
60,8,21.382491665614513,15.870636658227745,1.4036403271107754,39.94645823908089,30.525027510480182,2.4635409867846167,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,18
60,16,23.782181424794675,18.09966342958082,1.5824563806252838,28.31501562328093,21.412945129890755,1.7282980822201321,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,33
60,32,24.604394061286225,17.69716475286404,1.5548074692143887,25.23055488421782,19.68536680640244,1.5804562122950598,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,48
