PC,Rank,Sector,SymbolCount,TotalAbsLoading,ContributionPct,DominantDirection
PC1,1,Unknown,20,1.3950346910046518,100.0,Positive
PC2,1,Unknown,20,2.2632667387149747,100.0,Positive
PC3,1,Unknown,20,2.5486116243168273,100.0,Positive
