P,Q,Status,Num_Params,AIC,BIC,HQIC,RMSE_val,MAE_val,MAPE_val(%),R2_val
1,1,OK,8,4408.161277733343,4446.634135924521,4423.218917802489,13.16397669190022,9.25684477261064,0.7420736795611459,0.7626112565668923
1,2,OK,14,4402.792381042545,4466.913811361173,4427.8884478244545,13.77137460121908,9.961883719908746,0.7987601121684575,0.7401991928214731
1,3,OK,20,4409.418093070628,4499.188095516709,4444.552586565302,13.96505025678568,10.1104817254472,0.8110005649108474,0.7328403177857854
1,4,OK,26,4411.932655357527,4527.35122993106,4457.105575564965,13.809670686518231,9.95788619098942,0.7993959136016686,0.7387522511796578
1,5,OK,32,4413.545997820022,4554.613144521007,4468.757344740225,14.094042448806425,10.291483968960629,0.8259677965783842,0.727882130136434
2,1,OK,9,4407.968680384144,4450.716300596563,4424.699391572084,13.255566219682889,9.342646186517946,0.7490330455359346,0.7592964588448436
2,2,OK,15,4403.642541076185,4472.038733416056,4430.411678976889,13.754917171989486,9.966109682510275,0.7991649204215058,0.7408197697384393
2,3,OK,21,4410.282658347047,4504.327422814369,4447.090222960514,13.980424316423289,10.134478086624576,0.8130944372750368,0.7322517642637707
2,4,OK,27,4413.072094372672,4532.765430967446,4459.918085698904,13.832873182653053,10.012553294659709,0.8038665443938924,0.7378736361485654
2,5,OK,33,4414.792474222109,4560.134382944335,4471.676892261105,14.102742377202832,10.326732566490266,0.8288603759377341,0.7275460822403895
3,1,OK,10,4409.11252139837,4456.134903632031,4427.516303705103,13.362169687747448,9.424526706307676,0.7558589395821816,0.7554093351784748
3,2,OK,16,4404.326638454833,4476.9975928159465,4432.768847474331,13.87190348196535,10.05255225070892,0.8064558333643843,0.7363923381105641
3,3,OK,22,4411.915539129921,4510.235065618485,4450.396174862183,13.9271425189904,10.119339133899205,0.8117958092192292,0.7342887442073185
3,4,OK,28,4414.9497064773095,4538.917805093326,4463.468768922336,13.801613866325164,10.00825706526397,0.8034795977349207,0.7390569959036104
3,5,OK,34,4416.714971710244,4566.3316424537115,4475.272460868034,14.079023880844773,10.324260079933731,0.8286322341673855,0.7284617570653599
4,1,OK,11,4410.691591144806,4461.988735399709,4430.7684445703335,13.357086803389649,9.4191230141566,0.7553267492635917,0.7555953812526811
4,2,OK,17,4405.466479671343,4482.412196053698,4435.5817598096355,13.884430850004648,10.053412894599395,0.8064030855361879,0.7359160081938354
4,3,OK,23,4412.798347968184,4515.392636477991,4452.95205481924,13.975022618531714,10.135179980236122,0.8129741804154085,0.7324586271802311
4,4,OK,29,4416.46492813836,4544.707788775618,4466.65706170218,13.818182871729675,10.012315971925435,0.803760949331031,0.7384300893209643
4,5,OK,35,4417.412750880826,4571.304183645536,4477.64331115741,14.159248331816793,10.389305436854992,0.8337851541982643,0.7253584068675545
5,1,OK,12,4412.5734397720535,4468.145346048199,4434.323364316376,13.369401670167507,9.417699712540738,0.7552343241592857,0.755144504823521
5,2,OK,18,4407.269907166019,4488.490385569616,4439.058258423105,13.894434656749263,10.065284529653535,0.807382329395339,0.7355353232412096
5,3,OK,24,4414.331721761943,4521.200772292992,4456.158499731793,13.995639980022402,10.150643383033188,0.8142350923922443,0.7316686368918077
5,4,OK,30,4418.122200298737,4550.639822957237,4469.987404981351,13.87438699021086,10.035289898467118,0.8056212349182846,0.7362979414899152
5,5,OK,36,4419.369281701757,4577.535476487709,4481.272913097135,14.152750198020303,10.38752358853442,0.8336141680254388,0.7256104327178041
