Seed,N,DM_Stat,p_value,Significant
42,167,3.835854721809809,0.0001251283613163956,True
52,167,1.73797758171418,0.08221476404208428,False
62,167,4.050302605026428,5.115144293377227e-05,True
72,167,2.5198915395538397,0.011739100018027582,True
82,167,3.833858388245406,0.00012614878312944278,True
