Metric,Mean,Std,Min,Max
RMSE,49.99982562771927,16.104510518590427,36.95720956700085,71.3344447552908
MAE,37.484631590334956,14.401011796689483,25.672384566803895,59.627298401244374
MAPE(%),2.938431555277643,1.11617365578983,2.0279947422812845,4.662389977756902
R2,-1.086239310712465,1.327521191305268,-2.921024535009296,-0.05244481951656432
