Metric,Value
RMSE,33.42357484708038
MAE,23.229161077844317
MAPE,1.870424628333601
Mean_Residual,-10.817247305389229
Std_Residual,31.624713695027086
Min_Residual,-189.59010000000012
Max_Residual,46.6264000000001
Skewness,-1.710011191652015
Kurtosis,7.549720989341685
