Lookback,Batch_size,Train_RMSE,Train_MAE,Train_MAPE(%),Val_RMSE,Val_MAE,Val_MAPE(%),Train_samples,Val_samples,Train_period_start,Train_period_end,Val_period_start,Val_period_end,Best_Epoch
20,16,32.31708779914208,24.2864755603879,2.1100412481116226,25.127948543347458,20.06360700901931,1.611229703544071,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,50
20,32,37.86937436673932,28.94493677420209,2.498193345876878,25.796913918055996,20.41794548716972,1.6412588384303806,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,60
30,16,121.16080528659465,97.42327728392105,8.397535115819723,77.28057847777939,72.74301424352134,5.7417924131235,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,1
30,32,124.63003888954839,99.95632287549405,8.61401620133177,76.29446210235183,71.71162530170224,5.65986844795891,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,1
40,16,116.20132736668782,93.89782868416077,8.196363517571818,77.31656220977236,72.77659747364076,5.744441683329831,496,123,2022-03-08,2024-02-29,2024-03-01,2024-08-26,1
40,32,119.25789961797427,96.2119911538401,8.399453742210527,76.31672573137226,71.7341725816184,5.66165643582261,496,123,2022-03-08,2024-02-29,2024-03-01,2024-08-26,1
50,16,111.6025346518234,90.52566954812886,7.999369182446982,77.12950203927117,72.58089692898882,5.728895543404124,486,123,2022-03-22,2024-02-29,2024-03-01,2024-08-26,1
50,32,40.61359705348169,30.208142230500897,2.6232522108450373,26.12315182930747,20.789222799161585,1.6704540020164953,486,123,2022-03-22,2024-02-29,2024-03-01,2024-08-26,62
60,16,104.46862360293602,86.15438392446822,7.742139311178139,77.47679101836012,72.93823345401424,5.757253984210799,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,1
60,32,107.20419965690036,88.3638337566472,7.945766624064228,76.39576410528856,71.81305481453252,5.667903924968333,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,1
