Metric,Value
RMSE,41.32393683017593
MAE,28.217541916167658
MAPE,2.201136654255585
Mean_Residual,17.137277245508976
Std_Residual,37.602945147354234
Min_Residual,-112.19800000000009
Max_Residual,104.57619999999997
Skewness,0.595342529501177
Kurtosis,0.8330074348126906
