Metric,Mean,Std,Min,Max
RMSE,110.3082559145474,29.926350186788707,86.66704035843823,154.97243236163308
MAE,104.93532321294909,30.630325470815098,80.98261639806324,150.4121379116766
MAPE(%),8.228147777265876,2.4130794660252795,6.343291728545081,11.810356168196549
R2,-8.928063136692717,5.529798256949424,-17.505886257101686,-4.787738772390004
