Seed,N,DM_Stat,p_value,Significant
42,167,-8.159437471286163,4.440892098500626e-16,True
52,167,-7.736692067115793,1.021405182655144e-14,True
62,167,-11.34513114754597,0.0,True
72,167,-7.994621025936209,1.3322676295501878e-15,True
82,167,-12.786526051532954,0.0,True
