Metric,Value
RMSE,24.728419460671837
MAE,16.888262874251485
MAPE,1.3494796733970225
Mean_Residual,-0.9293814371257618
Std_Residual,24.710948568747007
Min_Residual,-125.87540000000013
Max_Residual,85.49630000000002
Skewness,-1.1185088486622077
Kurtosis,7.1163620029386845
