PC,Rank,Sector,SymbolCount,TotalAbsLoading,ContributionPct,DominantDirection
PC1,1,Unknown,20,1.395034691004652,100.0,Positive
PC2,1,Unknown,20,2.263266738714976,100.0,Positive
PC3,1,Unknown,20,2.5486116243168264,100.0,Positive
