Seed,N,DM_Stat,p_value,Significant
42,167,-2.841318146969655,0.004492746726609376,True
52,167,-2.705122692343942,0.006827916547848645,True
62,167,-2.597792644498994,0.009382513284863947,True
72,167,-3.2953064766591407,0.0009831439330496572,True
82,167,-2.5859747209079873,0.009710405196026173,True
