Metric,Value
RMSE,41.152895920565086
MAE,29.368350898203595
MAPE,2.293718332603244
Mean_Residual,21.763644311377245
Std_Residual,34.927133133664434
Min_Residual,-136.08490000000006
Max_Residual,99.65570000000002
Skewness,-0.14813082138827216
Kurtosis,2.5246209570526856
