Metric,Value
RMSE,25.44101780569286
MAE,16.279873053892214
MAPE,1.303200337831851
Mean_Residual,1.9815688622754437
Std_Residual,25.363729454353546
Min_Residual,-165.7609
Max_Residual,37.870600000000195
Skewness,-3.204622119498627
Kurtosis,16.64866971152163
