Lookback,Batch_size,Train_RMSE,Train_MAE,Train_MAPE(%),Val_RMSE,Val_MAE,Val_MAPE(%),Train_samples,Val_samples,Train_period_start,Train_period_end,Val_period_start,Val_period_end,Best_Epoch
20,16,50.61291949649737,38.533647366309346,3.223589657349983,28.123010732615505,23.48872582412348,1.8805436014394379,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,12
20,32,54.954063821862,40.6965499428446,3.38986984739832,27.470253167560497,22.862950727261182,1.8309431718974998,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,18
30,16,35.64202114559802,27.789474089249318,2.392780174957532,28.38896915976919,23.155113098640754,1.8566680668453153,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,37
30,32,35.887190935063394,27.967110156635993,2.4114935393699826,28.38495997323262,23.14611780678354,1.8561307309000359,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,62
40,16,33.33373869177773,25.575388833322833,2.2155890327468826,27.907693242627044,22.841463454331812,1.8275619246929493,496,123,2022-03-08,2024-02-29,2024-03-01,2024-08-26,43
40,32,39.76809593805547,31.019201246692287,2.6701784251586607,28.574716902793213,23.363228452108746,1.8726073219540056,496,123,2022-03-08,2024-02-29,2024-03-01,2024-08-26,50
50,16,37.975654012277715,29.129629082071435,2.514652609288517,28.067413113538986,22.89775906694614,1.8358262536634953,486,123,2022-03-22,2024-02-29,2024-03-01,2024-08-26,30
50,32,46.95098749529546,34.921521483370306,3.0036862485165416,27.907043587367873,23.42760766006098,1.8747723834069654,486,123,2022-03-22,2024-02-29,2024-03-01,2024-08-26,30
60,16,32.64665460583976,24.849921305680475,2.173748618884595,26.911289750138263,21.67027260384909,1.7385563827913244,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,45
60,32,31.27255353629998,23.76005238765428,2.0827725924963874,25.72765362870104,20.544878286966465,1.6501122911273285,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,147
