Metric,Value
RMSE,21.695154553316176
MAE,13.81789401197605
MAPE,1.114858951128384
Mean_Residual,-5.121434131736534
Std_Residual,21.08199809141818
Min_Residual,-118.01729999999998
Max_Residual,88.05670000000009
Skewness,-0.9928197170381151
Kurtosis,9.214576224917439
