Metric,Value
RMSE,27.40372456516911
MAE,19.509905988023952
MAPE,1.5531220677587352
Mean_Residual,-1.5573011976047966
Std_Residual,27.3594395597496
Min_Residual,-144.40560000000005
Max_Residual,53.47180000000003
Skewness,-1.0556942002321648
Kurtosis,5.488890300995838
