Lookback,Batch_size,Train_RMSE,Train_MAE,Train_MAPE(%),Val_RMSE,Val_MAE,Val_MAPE(%),Train_samples,Val_samples,Train_period_start,Train_period_end,Val_period_start,Val_period_end,Best_Epoch
20,16,30.889976778016123,23.233610934471894,2.020258463010035,25.79973563725346,20.716641855627543,1.663111837856969,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,21
20,32,37.807749852273695,29.147634324657822,2.517403691723131,25.777733272340875,20.884255867314536,1.674759578156932,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,25
30,16,30.696928839100682,23.18086063430243,2.0131824728675323,26.004043923465808,21.29109418667429,1.7063838259335262,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,23
30,32,29.335159340531796,21.970126784253022,1.9096117702184563,25.903688209376657,20.92239285600864,1.6787339921596065,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,43
40,16,29.54684037192773,21.974601056498862,1.9109683843551102,25.961262821011108,21.03191572980183,1.6870346421983613,496,123,2022-03-08,2024-02-29,2024-03-01,2024-08-26,24
40,32,33.98272509600866,25.52060130949943,2.202767926244328,26.01614018458594,20.95778729198425,1.6816163811880276,496,123,2022-03-08,2024-02-29,2024-03-01,2024-08-26,32
50,16,34.084465233337426,24.90467435357992,2.1531421750303714,26.003201532661066,20.773908711255082,1.668134159169939,486,123,2022-03-22,2024-02-29,2024-03-01,2024-08-26,19
50,32,40.28916769318041,29.485160987131877,2.5444226705331654,25.977629780264348,20.5051650628811,1.648450934721214,486,123,2022-03-22,2024-02-29,2024-03-01,2024-08-26,25
60,16,31.939525154161252,22.881640065938484,1.9952004535613779,25.833251534077085,20.89090467003303,1.6757055867721267,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,21
60,32,31.52348728222588,22.561563987411372,1.9703521239001955,25.86995519789636,20.728582912538112,1.6640680138012873,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,35
