Metric,Value
RMSE,33.960665449970946
MAE,24.156468862275435
MAPE,1.9323338219681427
Mean_Residual,-4.489171856287435
Std_Residual,33.66265191350151
Min_Residual,-182.61930000000007
Max_Residual,58.05479999999989
Skewness,-1.2775729350458571
Kurtosis,5.333322197110187
