Seed,N,DM_Stat,p_value,Significant
42,167,-2.841318842178998,0.004492736931568153,True
52,167,-2.7051236126223195,0.006827897631260571,True
62,167,-2.6381585452197984,0.008335759977642132,True
72,167,-3.2953062668438218,0.0009831446671675348,True
82,167,-2.5859737515702217,0.009710432504318245,True
