epoch,loss,mae,val_loss,val_mae,learning_rate
1,0.7870979309082031,0.648969829082489,0.47961798310279846,0.6625511646270752,0.0003000000142492354
2,0.5269926190376282,0.44936734437942505,0.36851733922958374,0.5764156579971313,0.0003000000142492354
3,0.2507483959197998,0.3162645697593689,0.35204753279685974,0.5631573796272278,0.0003000000142492354
4,0.1268848329782486,0.24483245611190796,0.3237994313240051,0.5394212007522583,0.0003000000142492354
5,0.09447848796844482,0.22022899985313416,0.3158531188964844,0.5324935913085938,0.0003000000142492354
6,0.09306325763463974,0.21978063881397247,0.2993309497833252,0.5172641277313232,0.0003000000142492354
7,0.0631486028432846,0.18035903573036194,0.29308363795280457,0.5113918781280518,0.0003000000142492354
8,0.05381704121828079,0.1705171912908554,0.299265056848526,0.5182189345359802,0.0003000000142492354
9,0.054701097309589386,0.17536284029483795,0.247671440243721,0.46669790148735046,0.0003000000142492354
10,0.056879278272390366,0.17547307908535004,0.20681996643543243,0.42287757992744446,0.0003000000142492354
11,0.050584375858306885,0.16364844143390656,0.07172562927007675,0.23361042141914368,0.0003000000142492354
12,0.046512603759765625,0.1662703901529312,0.29306215047836304,0.5144892334938049,0.0003000000142492354
13,0.048951346427202225,0.16627460718154907,0.28423258662223816,0.5030784010887146,0.0003000000142492354
14,0.04151700437068939,0.15669071674346924,0.27847549319267273,0.49677470326423645,0.0003000000142492354
15,0.04383000731468201,0.15802988409996033,0.18420012295246124,0.39122283458709717,0.0003000000142492354
16,0.042385034263134,0.15975600481033325,0.12702149152755737,0.3205476999282837,0.0003000000142492354
17,0.04631536826491356,0.15336282551288605,0.12419681996107101,0.31316640973091125,0.0003000000142492354
18,0.03771724924445152,0.14464658498764038,0.06719917804002762,0.22529913485050201,0.0003000000142492354
19,0.038259152323007584,0.13865245878696442,0.14123022556304932,0.3377508521080017,0.0003000000142492354
20,0.035339564085006714,0.14107373356819153,0.08745303750038147,0.26333075761795044,0.0003000000142492354
21,0.04268023744225502,0.1504662185907364,0.09355631470680237,0.27357760071754456,0.0003000000142492354
22,0.03437419608235359,0.13864058256149292,0.05784677714109421,0.21194513142108917,0.0003000000142492354
23,0.03341687098145485,0.1369597613811493,0.07761064171791077,0.24863506853580475,0.0003000000142492354
24,0.0321270190179348,0.13729813694953918,0.053886137902736664,0.20422965288162231,0.0003000000142492354
25,0.03852682560682297,0.14670054614543915,0.07991001754999161,0.25352394580841064,0.0003000000142492354
26,0.047397442162036896,0.1562989503145218,0.05022171139717102,0.19743876159191132,0.0003000000142492354
27,0.042558878660202026,0.1518089920282364,0.07012614607810974,0.2359166294336319,0.0003000000142492354
28,0.050643254071474075,0.1566281020641327,0.04739239811897278,0.19185498356819153,0.0003000000142492354
29,0.03520958870649338,0.14155755937099457,0.05102197825908661,0.19932778179645538,0.0003000000142492354
30,0.03117094375193119,0.13248565793037415,0.03706866502761841,0.1680820733308792,0.0003000000142492354
31,0.03449225053191185,0.13994106650352478,0.04868045821785927,0.19535793364048004,0.0003000000142492354
32,0.0342043973505497,0.13434846699237823,0.08863027393817902,0.2660675644874573,0.0003000000142492354
33,0.03139467537403107,0.13433130085468292,0.0440545491874218,0.18643613159656525,0.0003000000142492354
34,0.03233261778950691,0.13190868496894836,0.07226633280515671,0.23967698216438293,0.0003000000142492354
35,0.0287096556276083,0.12597015500068665,0.051640529185533524,0.20358143746852875,0.0003000000142492354
36,0.03132957965135574,0.13096630573272705,0.04592815786600113,0.1899789422750473,0.0003000000142492354
37,0.02568606473505497,0.11631549894809723,0.06848129630088806,0.23400072753429413,0.0003000000142492354
38,0.02905488945543766,0.12435698509216309,0.0307029839605093,0.13988326489925385,0.0003000000142492354
39,0.03205961734056473,0.1336994469165802,0.15013545751571655,0.35362833738327026,0.0003000000142492354
40,0.0331052727997303,0.1320824772119522,0.11438234150409698,0.3036593794822693,0.0003000000142492354
41,0.032073404639959335,0.13205669820308685,0.09150824695825577,0.26956889033317566,0.0003000000142492354
42,0.033842433243989944,0.1378006786108017,0.03866245597600937,0.1733919233083725,0.0003000000142492354
43,0.03528069704771042,0.1393071860074997,0.0697411447763443,0.23406417667865753,0.0003000000142492354
44,0.03541313484311104,0.13974428176879883,0.03582000359892845,0.165340393781662,0.0003000000142492354
45,0.03863043338060379,0.14276568591594696,0.05372858792543411,0.20593875646591187,0.0003000000142492354
46,0.03198675438761711,0.1350260078907013,0.050091199576854706,0.1983327716588974,0.0003000000142492354
47,0.03080001100897789,0.12744344770908356,0.04051060229539871,0.1755850613117218,0.0003000000142492354
48,0.03390553593635559,0.1319475769996643,0.0409938283264637,0.17656193673610687,0.0003000000142492354
