PC,Rank,Sector,SymbolCount,TotalAbsLoading,ContributionPct,DominantDirection
PC1,1,Unknown,20,1.3950346910046516,100.0,Positive
PC2,1,Unknown,20,2.2632667387149787,100.0,Positive
PC3,1,Unknown,20,2.5486116243334265,100.0,Positive
PC4,1,Unknown,20,2.6801134642497955,100.0,Positive
PC5,1,Unknown,20,2.9557834148965303,100.0,Positive
PC6,1,Unknown,20,2.8989082712379606,100.0,Positive
