,PC1,PC2,PC3,PC4,PC5,PC6
DXG,0.06724513647229509,0.0064100219861040605,0.0642908018254851,0.0032593836566139757,0.01124769412623321,-0.011297019011428605
DXS,0.0675201334762647,-0.023236178693189745,0.060113456646731935,0.03089659283233789,0.017103473098724734,-0.008897458902355332
DXV,0.06569106661159213,-0.0382142235745507,-0.03204531450415358,-0.042691073779554625,0.030881768437525808,0.02010331581376332
EIB,0.05991572329323295,-0.03300036833198574,0.012068185609696372,-0.06884144836725212,0.09991111487098592,-0.02280849472294491
ELC,0.024287652133670217,0.11320174607662832,0.04520001182986291,-0.045074338293103595,-0.05915912807010429,-0.006620172781905307
EVE,0.02960644779345003,0.06519978641804806,-0.07141538787592208,0.14921651829515037,0.08698928583584488,-0.0334159758530572
EVF,0.047271551630878435,0.07921813799572903,0.043369170240107335,-0.10280400610892435,-0.002843947804571572,0.014916703183567599
EVG,0.06799059685184274,0.00887980320865391,-0.0015577083072083075,0.04746918070763759,0.030677673108201242,-0.0733606732666523
FCM,0.06786925262841936,0.01701066711902033,-0.020382163950566377,0.029110023042848963,0.004118277630833256,-0.08318614537336685
FCN,0.06319670073304508,0.0435520701666514,-0.02608281533702202,0.07790252277889528,0.003498497963851064,-0.029224378162483206
FIR,-0.024671221063744447,-0.09489576114633476,-0.07496670498616145,0.12277632472826427,0.017517753366292417,0.011720408598951158
FIT,0.06826940080067623,-0.015963637464230115,-0.01323373196659249,0.0672433167131054,-0.031551488999924174,-0.033293633003049196
FMC,0.06198149998207794,0.02263742506461364,0.061267518628548706,0.0672795564641116,-0.08138205607453107,-0.059186256431369676
FPT,-0.00587119969499392,0.10883253490630168,0.10692869993201588,0.012520410834523663,-0.043724009386806297,-0.021949168185609
FRT,0.006790917793073718,0.09271666811251288,0.13363058881986148,-0.04135412856962766,-0.04455298732512098,0.02040283148969692
