Seed,N,DM_Stat,p_value,Significant
42,167,-3.04482195417325,0.0023281809269464215,True
52,167,-3.034859915149591,0.0024064743278329193,True
62,167,-3.075260746367959,0.002103185945447672,True
72,167,-3.5590235823692575,0.0003722361108922101,True
82,167,-2.393460706131164,0.01669026898065784,True
