Seed,N,DM_Stat,p_value,Significant
42,167,-3.324373591464943,0.0008861739693279969,True
52,167,-3.2913439255855894,0.000997099283173597,True
62,167,-3.4401830477609163,0.0005813208773297607,True
72,167,-3.5718374722073034,0.0003544853859367425,True
82,167,-3.2623735569053287,0.0011048344819239997,True
