Metric,Mean,Std,Min,Max
RMSE,36.455696246774686,4.276513203793721,31.66413391346185,40.44444523266226
MAE,25.594831282747002,3.3732410107265234,21.93184538150262,29.185695523016467
MAPE(%),2.0131435751313695,0.2551716004025736,1.73058104714372,2.2809380214967763
R2,-0.03534885289303458,0.23709841843217314,-0.2604300677995104,0.22743288760383285
