Seed,N,DM_Stat,p_value,Significant
42,167,3.943695866718648,8.023540188073497e-05,True
52,167,4.109755986053587,3.9607742865932494e-05,True
62,167,3.269552902066542,0.0010771759305077122,True
72,167,3.979442258136598,6.907713445647445e-05,True
82,167,-0.16380915135699753,0.8698813872581908,False
