Metric,Mean,Std,Min,Max
RMSE,49.49390856644091,22.91659911963279,29.55108970690647,87.35757685638963
MAE,37.226143741813246,20.981863500386357,21.165048681933012,73.11206727170658
MAPE(%),2.9132461280060182,1.6417683832275487,1.666088535381425,5.728360343163677
R2,-1.2113124353146083,2.128735952475897,-4.8803360704846295,0.32710393284809114
