Seed,N,DM_Stat,p_value,Significant
42,167,-2.6867388364339106,0.007215334360284986,True
52,167,-3.5771313017280963,0.00034738570203107777,True
62,167,-3.3749039117673734,0.0007384146818296689,True
72,167,-3.337847313059123,0.0008443013091472551,True
82,167,-2.273380693680316,0.023003248553183253,True
