,coef,std_err,t,pvalue
VCI.L1,7.948246422831929,12.514975017435736,0.6350988645010088,0.5257987722135617
VDS.L1,13.359963425770438,12.500261703223154,1.0687746979189734,0.28594302052741355
VFG.L1,-2.141695429052625,3.1214855617896973,-0.6861141551539608,0.4931171218274665
VGC.L1,10.478990165852682,7.753174487956974,1.3515741432273611,0.17742624059636292
VHM.L1,-3.073157223203623,13.98841628087146,-0.21969300609147793,0.8262444577560804
VIB.L1,19.797980876154945,11.137703234145814,1.777564050679549,0.07638533600941971
VIC.L1,15.243547797476396,13.791533174021316,1.1052830461366105,0.2698325000853563
VID.L1,-18.34526874765423,10.874600491163298,-1.6869832379186342,0.09254024314022431
VIP.L1,-8.969377129060213,8.011617565185515,-1.119546340808458,0.2637115781790467
VIX.L1,2.062763202036706,15.128677325948464,0.13634788802711045,0.8916284128652949
VJC.L1,-6.145960022241162,6.343661316300317,-0.9688348283110335,0.3333286403898348
VMD.L1,4.6199317038122105,5.314330168713367,0.8693347152216411,0.3852883625733975
VND.L1,5.342069407477993,15.566611366618694,0.3431748427235498,0.7316828274899794
VNE.L1,-11.261247073240312,10.778427243844236,-1.0447950167935516,0.2968732822541557
VNG.L1,-7.898677045934926,6.065550105251651,-1.3022194044850317,0.19373867156892888
VNL.L1,-2.173230052104117,8.291565466355387,-0.262101295698914,0.7934049206792959
VNM.L1,-3.3603885035544394,4.288559780361272,-0.7835704002408374,0.43384751536350197
VOS.L1,3.588772450078608,8.495475544803625,0.4224333801153403,0.6729805268447934
VPB.L1,-0.5868753677466838,5.833264144473833,-0.1006083992103568,0.9199216931323804
VPD.L1,-13.611996693729495,4.517823209953282,-3.012954704323247,0.0027848107442972254
VPG.L1,-5.876024357227413,16.179065115785725,-0.3631868909096759,0.7166950264595506
VPI.L1,-4.011236901945004,7.079431624888475,-0.5666043708711143,0.5713635459220094
VRC.L1,-10.467491131201374,8.394363668100231,-1.246966601051527,0.21328346041131493
VRE.L1,4.11937131816055,5.718053883247818,0.7204149177798186,0.4717734420948133
VSC.L1,-7.639545503773142,7.3425230940132575,-1.0404523630306404,0.2988823517258651
VSH.L1,-7.411255056570866,8.699395932398222,-0.851927549241658,0.39486473030921476
VTB.L1,1.4165262566319958,3.3266043902347326,0.42581746744224147,0.6705151176092005
VTO.L1,10.419169446242725,8.272219949022793,1.259537283879106,0.20871577755424442
VTP.L1,0.0568129699920803,8.739632716550371,0.0065006129930944056,0.9948171787000453
YBM.L1,-9.546440512765123,5.235614790286768,-1.823365716376976,0.06914169643885493
YEG.L1,-22.799780003481104,10.232952620853865,-2.2280744227249856,0.026541033627668482
