epoch,loss,mae,val_loss,val_mae,learning_rate
1,0.6563664078712463,0.6481740474700928,0.12165745347738266,0.3153091073036194,9.999999747378752e-05
2,0.5944775938987732,0.616497814655304,0.1191844493150711,0.31207677721977234,9.999999747378752e-05
3,0.5299736261367798,0.5847262740135193,0.11574196070432663,0.3075355291366577,9.999999747378752e-05
4,0.5049520134925842,0.5662310123443604,0.11050505191087723,0.3003818094730377,9.999999747378752e-05
5,0.44173115491867065,0.5315490961074829,0.10438001155853271,0.29196882247924805,9.999999747378752e-05
6,0.39374858140945435,0.5016863346099854,0.09680286794900894,0.2810191810131073,9.999999747378752e-05
7,0.3473384380340576,0.4709157347679138,0.08794639259576797,0.26758062839508057,9.999999747378752e-05
8,0.30350324511528015,0.4367334246635437,0.07945115119218826,0.2538757920265198,9.999999747378752e-05
9,0.2686823606491089,0.41128209233283997,0.06816847622394562,0.2340029627084732,9.999999747378752e-05
10,0.22699062526226044,0.3713059425354004,0.05991814658045769,0.21898429095745087,9.999999747378752e-05
11,0.18827170133590698,0.3331468105316162,0.052493058145046234,0.20402120053768158,9.999999747378752e-05
12,0.15287098288536072,0.2945319414138794,0.045221928507089615,0.18739229440689087,9.999999747378752e-05
13,0.1301891952753067,0.26636549830436707,0.03916877880692482,0.17125920951366425,9.999999747378752e-05
14,0.1218075230717659,0.2543582320213318,0.0349673368036747,0.15824344754219055,9.999999747378752e-05
15,0.10193702578544617,0.22814778983592987,0.032150931656360626,0.1473727524280548,9.999999747378752e-05
16,0.08736038953065872,0.2119588404893875,0.031004754826426506,0.14121690392494202,9.999999747378752e-05
17,0.08248929679393768,0.20309865474700928,0.030681738629937172,0.1373242884874344,9.999999747378752e-05
18,0.06589850783348083,0.19150200486183167,0.03115246444940567,0.13472549617290497,9.999999747378752e-05
19,0.07206811755895615,0.19014911353588104,0.03098221868276596,0.13461187481880188,9.999999747378752e-05
20,0.06444360315799713,0.186409592628479,0.0311835128813982,0.13411134481430054,9.999999747378752e-05
21,0.057776860892772675,0.17716960608959198,0.03231097012758255,0.1334705948829651,9.999999747378752e-05
22,0.059981685131788254,0.18118198215961456,0.03333452716469765,0.1338960975408554,9.999999747378752e-05
23,0.0555122047662735,0.17325839400291443,0.03449128940701485,0.13482460379600525,9.999999747378752e-05
24,0.05994311347603798,0.18122445046901703,0.03474121168255806,0.13493451476097107,9.999999747378752e-05
25,0.051731470972299576,0.166559100151062,0.035240910947322845,0.13535839319229126,9.999999747378752e-05
26,0.04695853218436241,0.16667622327804565,0.036967188119888306,0.13721109926700592,9.999999747378752e-05
27,0.052718959748744965,0.16549944877624512,0.03716674819588661,0.1374283730983734,9.999999747378752e-05
28,0.04988166689872742,0.16407427191734314,0.0368628054857254,0.13703958690166473,4.999999873689376e-05
29,0.05376220494508743,0.17089374363422394,0.03645581007003784,0.1364220529794693,4.999999873689376e-05
30,0.04610513150691986,0.1600228101015091,0.03728742152452469,0.13740922510623932,4.999999873689376e-05
31,0.04298223555088043,0.15541264414787292,0.03792242705821991,0.13811153173446655,4.999999873689376e-05
32,0.044559963047504425,0.15951617062091827,0.03781483322381973,0.13795892894268036,4.999999873689376e-05
33,0.048066914081573486,0.1664179563522339,0.0376739576458931,0.1377478390932083,4.999999873689376e-05
34,0.04873625189065933,0.16525128483772278,0.038745079189538956,0.1390082687139511,4.999999873689376e-05
35,0.04687007516622543,0.15702347457408905,0.0374191589653492,0.13744285702705383,4.999999873689376e-05
36,0.05172738805413246,0.1695091873407364,0.03727920353412628,0.1372179388999939,4.999999873689376e-05
37,0.04635719582438469,0.15308314561843872,0.037545520812273026,0.13744643330574036,4.999999873689376e-05
38,0.0457402728497982,0.16159723699092865,0.037414390593767166,0.1372748166322708,2.499999936844688e-05
39,0.039988547563552856,0.14998175203800201,0.03710083290934563,0.13690121471881866,2.499999936844688e-05
40,0.04962070286273956,0.15987227857112885,0.03781408444046974,0.13776640594005585,2.499999936844688e-05
41,0.04382462799549103,0.15422260761260986,0.03890186548233032,0.13911433517932892,2.499999936844688e-05
42,0.04744913801550865,0.1645132452249527,0.0397346131503582,0.1401403844356537,2.499999936844688e-05
