,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
CSV,0.0636408627401229,-0.03979980048063419,0.06291394856647238,-0.027317369953000874,0.02323210497326734,0.02579576633071491,-0.017330815252032818,0.09508058662310914,-0.05423366030744725,0.009942412477415938,-0.036648534026420626
CTF,-0.043801747850014415,0.0732463872328128,-0.06507304058469972,0.045208558678656766,-0.11726168518393215,0.046340054841152056,0.030110151544341993,0.09388379233042016,-0.047309061172927984,0.008411961396658669,-0.028921205940031024
CTG,0.024886629771635152,0.09006436856269688,-0.06731842123803597,-0.052947076851467184,-0.048575332509425494,0.1385780958337405,-0.01762981343526646,-0.15194853880981896,0.10664129598429092,0.1386337474144108,0.017242182405898535
CTI,0.06217801430667976,0.04794578822444652,-0.06843312412919667,-0.018246867539955317,0.01823625951850603,0.004587789936784846,-0.034892562902804874,-0.032718178685855734,0.005159125816514253,0.002352406889908997,-0.041277309519598814
CTR,0.03198604034710441,0.1002508524433201,0.07640024960399922,0.014155286911409456,-0.011398947779003663,0.07320216830808764,-0.029582680021843596,0.06705053478790413,0.03405953934997771,-0.06224014463113584,-0.02853119250366572
CTS,0.03379004637365275,0.10982868417412431,-0.02326835853237584,-0.01630515385202613,0.03224934159248967,-0.015350064708028452,-0.02930995605892632,-0.04193789239302337,0.016062972363531595,-0.013762802034651848,0.027467253029091428
D2D,0.07031945187344188,-0.018953168802077636,-0.013028340443558356,-0.030144314984491136,-0.014907792183998047,-0.0012439344383815445,0.04813766605025352,0.0052007672132647915,-0.025309654015186558,0.05220806707255624,-0.027350674604062937
DAH,0.06162581672564697,-0.04844627671649476,0.04984742337643544,0.04846874682459017,0.0032653914806236198,0.045563027904788576,-0.013838107232051445,-0.08485231313441079,-0.022480269408615836,-0.029427668218712587,0.06124723898318657
DAT,0.06370105516556192,-0.0470351419477777,-0.008888910437392754,-0.009876009099676713,0.05489112669330614,0.028435658092079086,0.0026613821087099246,-0.01981869047546857,-0.08722724460948618,0.005950203350420955,-0.016104847660271163
DBC,0.06477104060466064,0.04831490191917274,0.00658621785210815,-0.016197386369172315,0.04762986100834087,0.028090919616111334,0.004533457385821625,-0.051498372410602795,0.016781610471854114,-0.031223964120265114,-0.0527189426429587
DBD,0.025925360027052372,0.07938295557357511,0.12525216330742273,0.03299299758056988,0.02172344669016242,-0.15449633851238814,-0.011746202234796645,0.0655185240562188,-0.019489615808355745,-0.049047546616682806,-0.053134832902795026
DBT,0.042191923922933514,0.07352424373184008,-0.04809662508402571,0.10493534790846021,0.10557599324595199,0.0021882101501884644,0.03234269711117299,-0.05021032906769787,0.01976307642917692,-0.0009506937941420171,-0.027478072089903525
DC4,0.06905219738560077,0.01659707979609638,-0.008538391793645522,-0.02349986999405733,-0.02598877942642467,-0.06660379236570524,-0.013888174957733796,0.01532955500000587,0.07694350330579841,0.0190676122018348,0.028904719233529403
DCL,0.06090302889616892,-0.022976656260129753,-0.06218144722331162,-0.06515523876216466,-0.07364169958521355,0.051905778535036876,0.009558777086999407,0.03555966401167689,0.08595462620532465,0.018115789671076372,0.031850845079965134
DCM,0.0516086697830288,0.032698547366579685,0.08215867971220857,-0.05289778880307086,0.03694436310666806,-0.037978730499262724,-0.20573517923005705,0.1273233827239453,-0.06500525994613612,-0.008004385353165246,-0.0603887692456389
DGC,0.03730915499001782,0.0352647081911215,0.17782605125906395,-0.0004139769427388311,-0.05803764907861493,-0.048388377038242635,-0.10108461036161369,0.058393616976764616,-0.02886125923934095,0.03380965072900769,-0.0562580689109756
DGW,0.06094571251209494,-0.031094671268532745,0.09346468600464744,-0.023668887115763877,0.06880034192450575,-0.023038827266502974,-0.05167784768336794,0.06401349264555647,-0.0014582063668260635,0.011897492921305809,0.033031426886994494
DHA,0.03876181830851146,0.10261471977478899,-0.019236923108632863,-0.009666659673289385,-0.052869822194164355,-0.040200775473052494,-0.06307561283485097,-0.002738272560113335,0.03452096594326183,0.001757760524799205,0.05811095340443207
DHC,0.06661064120369868,-0.013226707158640586,0.04897768685538358,0.03190562388286931,-0.02367672092157639,-0.01154676668551922,0.06115976600981916,0.03781111900121566,-0.06382887422466484,0.06660127426385427,0.08832048752476027
DHG,0.02018013132467223,0.08807165483256865,-0.057319097375382176,0.14253229654024083,0.040805341439155575,-0.0742489907985401,0.002484911771846207,0.04532615628823366,0.03117744175289939,0.0922833352758593,-0.09907440876630523
DHM,0.04017921145131659,-0.08512932003749764,-0.03904044657354877,-0.07117265090965874,0.010438357992318344,0.09514839880730933,-0.019272719045271832,0.11629437126193332,-0.050123317354350966,0.054335020198328005,0.13218863473044293
DIG,0.06866388794438882,-0.0011175220221664641,0.06004654882914016,0.01573114519978826,-0.00021628311222353304,-0.011322831571886138,0.03696451532054044,-0.03637477394016222,0.04221279177969017,-0.07017806905301224,0.016477656188887857
DLG,0.06716744721552657,-0.02963500903851796,0.010585039135795879,0.06241489129380369,-0.03550667523356091,-2.7689937741943977e-05,0.03430924102028445,-0.06316128840246782,0.038003377851588964,-0.028044413081378845,-0.029162189665361726
DMC,0.022417533232643012,0.10263885026887623,0.01988253622304527,0.06773083331734008,0.03142204137033586,-0.14909492265068205,-0.08118837177953071,0.004045474883010697,-0.006348601163311715,0.028033656863436153,-0.018653503355147292
DPG,0.0692640253296866,0.016926471803272492,-0.013857451399103028,-0.015470700036911667,-0.031927571780129234,-0.0043992729624611005,-0.040445000298101594,0.009350077468468885,-0.039760383859996966,-0.01542060683359887,-0.03664103290113355
DPM,0.04851130755365835,-0.037249530130323665,0.08238360790574156,0.014914138902999445,-0.009379831499399647,-0.02495123398415084,-0.26139539901725073,0.0784996860549421,0.022114630468128973,-0.0069683299270015065,0.015029396411914886
DPR,0.067161312953189,0.022145221202518117,0.051786050231676914,-0.003945928647199012,-0.04353403278204187,-0.0108268309790597,-0.03740014677875174,-0.049031101841917994,-0.011701378073456647,0.039199932989437795,0.02273898469071876
DQC,0.06541288832863226,-0.03300727514693644,-0.049826727990527724,0.05415128787725038,-0.04596358259081343,0.007329260123528238,-0.024137848512663044,-0.01565115974639079,0.005116589150349971,0.03481712372746349,0.03826188936050844
DRC,0.05548824907268765,0.03724388572084546,0.09164677688505725,-0.0369861558974134,-0.003201497293440937,0.1452574340329007,-0.03467391001445138,0.05877438066459097,0.06953521093503681,0.050332190265041286,0.013343932366732737
DRL,0.030525447525810136,0.07231029107987716,0.02532402416304484,-0.1031518110286469,0.060666270884249175,0.05451323976351385,-0.07325629285663608,0.12581474637434387,0.07573229517741803,-0.12344604643225485,0.08175482633133119
DSC,-0.03601916215220872,0.015392956865819698,-0.00844175992715272,-0.006441628652218665,0.2895435603979575,-0.04097562796378504,0.004947565884770288,0.041608356601665404,0.12269432964540124,0.07748697031851907,-0.1535422775779476
DSN,-0.01889865935345424,0.09313213829996525,-0.05151813723799956,0.061273133450905355,0.07813435239922119,0.1676067712459646,0.028219311165380553,0.0506157628108945,-0.034961079645438264,-0.08106838998153103,0.02694221757464162
DTA,0.06885676828778058,-0.02590025124864959,-0.018844010252958492,0.011259957686891782,0.008287684042801495,-0.070598904657101,-0.010068291022469542,0.017040770433958803,0.050578887200182096,-0.027315682659302197,0.03815855841633551
DTL,0.0506183852319365,-0.04379306153767736,-0.1308052332551577,0.04022630115856927,-0.07228176379833974,-0.00016673810317542511,0.03193844645855191,0.07527796166860556,0.040343487171552984,-0.014926256916040336,-0.04239632310324146
DVP,0.027037274040158286,0.11294780331942775,0.04499582306012821,-0.03187066140149943,0.0002873087864967243,-0.025571438987821188,0.0016027831884422074,0.02032272325721613,0.025552493368143945,0.024917121616802537,0.01613469895749191
DXG,0.06724513647229514,0.006410021986102049,0.06429080182541155,0.0032593836726490773,0.011247695237892711,-0.011297010419627922,0.0007073305954020833,-0.06320993759419255,0.033638951668893864,-0.10612860684264581,0.0650670834426766
