Metric,Value
RMSE,31.70378417495356
MAE,22.10175748502994
MAPE,1.762148417854467
Mean_Residual,1.5426425149700451
Std_Residual,31.666230989542207
Min_Residual,-181.25980000000004
Max_Residual,57.181100000000015
Skewness,-1.8591763740959513
Kurtosis,8.302682514149724
