Lookback,Batch_size,Train_RMSE,Train_MAE,Train_MAPE(%),Val_RMSE,Val_MAE,Val_MAPE(%),Train_samples,Val_samples,Train_period_start,Train_period_end,Val_period_start,Val_period_end,Best_Epoch
10,8,22.67720500495674,17.037965552036297,1.4717831907676309,28.911497556071318,22.378821297002034,1.8027382563462473,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,19
10,16,23.94048198665272,18.011579302073436,1.5538982414649132,25.169707042589724,20.179306997903968,1.6207198006532357,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,37
10,32,24.99504209205612,18.690050768253922,1.6157418233570926,24.193703519913083,19.636402716908034,1.573958217639242,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,48
20,8,20.692229478554196,15.418075074188472,1.3447153734729016,36.73871579930233,27.54822761845783,2.229477487571375,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,17
20,16,22.049334554129032,16.513431495843935,1.4428557250878957,34.56990979897963,25.52169723386687,2.0667240027043214,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,16
20,32,23.022395250110545,17.320698421980985,1.5103432186089076,28.396031946942305,20.450054862169715,1.6554888603595386,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,31
30,8,20.87502776761813,15.465698927325224,1.3519705663694714,46.4697215924861,37.16147123507369,2.998163075371661,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,15
30,16,22.01832244863874,16.51226568772388,1.446336898872135,32.99715671541209,24.715932140815553,1.9985155850508012,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,21
30,32,23.504801363358194,17.4418867969136,1.5202001130322675,27.675630623190152,21.27303147230692,1.7135936046428213,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,31
45,8,21.46297648169559,15.980300730532397,1.406227643773639,44.010430277444065,34.133322337080806,2.755237420653013,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,16
45,16,22.54050848784732,16.759564992123856,1.4738521014851924,31.870695164266497,24.069064683371447,1.9447016649694577,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,24
45,32,24.53184189110791,18.004449828355718,1.5715295882452744,27.47867970514129,20.629292468559452,1.6645370115213536,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,32
60,8,21.382493330577493,15.870637555803572,1.4036403977313119,39.94645901655753,30.52503048780488,2.46354121531546,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,18
60,16,23.782182828510273,18.099664327156646,1.582456446514001,28.315018422400815,21.41294810721545,1.7282983221910477,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,33
60,32,24.604429121720763,17.69718514065783,1.554809207071963,25.230547454987544,19.685371768610263,1.5804562157938875,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,48
