Seed,N,DM_Stat,p_value,Significant
42,167,-2.6465247637808247,0.008132355060092022,True
52,167,-2.897559966220632,0.003760778350927696,True
62,167,-2.845262677688263,0.004437481255243236,True
72,167,-2.5335435108536855,0.011291572091680413,True
82,167,-2.4876816349777564,0.012857877723426947,True
