Metric,Value
RMSE,32.156446432672034
MAE,22.231429341317355
MAPE,1.7647898912370956
Mean_Residual,-0.9700257485029985
Std_Residual,32.14181228905033
Min_Residual,-162.7237
Max_Residual,68.7922000000001
Skewness,-0.7106935647836231
Kurtosis,4.452336992376713
