Metric,Value
RMSE,48.32013388515785
MAE,33.533036526946105
MAPE,2.6099980608234503
Mean_Residual,28.109757485029935
Std_Residual,39.30237744478549
Min_Residual,-99.51240000000007
Max_Residual,120.54880000000003
Skewness,0.7327391052256033
Kurtosis,0.5664622506676045
