,coef,std_err,t,pvalue
const,67.66043926810079,30.94281074287403,2.1866287400436835,0.029126524390733422
VNINDEX.L1,0.9424291934487214,0.026127836668167335,36.06992823087123,4.283671362701733e-157
PC1.L1,0.47651366748050317,0.27245234875178453,1.7489798479022363,0.0807679557505059
PC2.L1,0.24366523314331678,0.10014630513642668,2.433092591997059,0.015239904913218194
PC3.L1,-0.3971225253923406,0.17214984635104583,-2.306842171572627,0.02137808839206046
PC4.L1,-0.286679633439897,0.18295548285756366,-1.566936551789955,0.1176176979439978
