label,pca_cev_0.75,pca_cev_0.80,pca_cev_0.90,pca_cev_0.95
pca_cev_0.75,1.0,0.0007532392365806936,0.4580509930088877,-0.15873532680824537
pca_cev_0.80,0.0007532392365806936,1.0,-0.597035480236193,-0.17872816571785624
pca_cev_0.90,0.4580509930088877,-0.597035480236193,1.0,0.09144943790664806
pca_cev_0.95,-0.15873532680824537,-0.17872816571785624,0.09144943790664806,1.0
