Metric,Mean,Std,Min,Max
RMSE,21.527285011775056,0.826245155748681,20.323257520466488,22.517420625094488
MAE,13.02138075996445,1.1058403396376482,11.842590317412053,14.48492485731662
MAPE(%),1.0512111767354098,0.0892865037791499,0.9560904276492241,1.1692221738903374
R2,0.6424876693442199,0.02723993796735681,0.6093046246909848,0.6817359170753988
