Date,Actual_VNINDEX,Predicted_VNINDEX,Residual,APE_%
2024-08-27,1280.56,1277.1396174578397,3.4203825421602687,0.26710052962247444
2024-08-28,1281.44,1277.783383317007,3.65661668299299,0.28535215717977075
2024-08-29,1281.47,1278.567750351648,2.9022496483519262,0.226478157766415
2024-08-30,1283.87,1277.8655129350525,6.004487064947398,0.4676865309494443
2024-09-04,1275.8,1280.441919298724,-4.641919298724133,0.3638438077040092
2024-09-05,1268.21,1272.6899062298378,-4.479906229837752,0.3532464047596556
2024-09-06,1273.96,1265.9756877525078,7.984312247492198,0.6267317849406202
2024-09-09,1267.73,1270.3952656347699,-2.6652656347698667,0.21023921771582613
2024-09-10,1255.23,1265.0326517609922,-9.802651760992148,0.7809446683806198
2024-09-11,1253.27,1253.5071102759705,-0.23711027597050816,0.018919329112530917
2024-09-12,1256.35,1251.530736053104,4.819263946895944,0.38359246602121905
2024-09-13,1251.71,1254.753288843715,-3.0432888437148904,0.24313050496445485
2024-09-16,1239.26,1250.7231479663901,-11.463147966390125,0.9249994324272247
2024-09-17,1258.95,1239.5932107079907,19.356789292009353,1.5375343970654594
2024-09-18,1264.9,1257.868095080551,7.031904919449062,0.5559257585100379
2024-09-19,1271.27,1263.3833661049375,7.8866338950624595,0.6203744204614616
2024-09-20,1272.04,1269.8961551710552,2.1438448289447933,0.1685359602628801
2024-09-23,1268.48,1270.0279949706944,-1.5479949706943898,0.12203542591780606
2024-09-24,1276.99,1267.0597435349848,9.93025646501519,0.7776299317095223
2024-09-25,1287.48,1275.6571581719948,11.822841828005267,0.9182932416747008
2024-09-26,1291.49,1285.3077774023125,6.182222597687542,0.4786891573020057
2024-09-27,1290.92,1289.3693305826214,1.5506694173786855,0.12012126370082371
2024-09-30,1287.94,1289.0920201130314,-1.1520201130313126,0.08944672213164961
2024-10-01,1292.2,1286.5978319378376,5.602168062162491,0.43353722814727885
2024-10-02,1287.84,1289.9079978839793,-2.0679978839793876,0.1605787895983453
2024-10-03,1278.1,1285.619483547104,-7.519483547104073,0.5883329588487005
2024-10-04,1270.6,1276.4949127980817,-5.894912798081805,0.46394717440857947
2024-10-07,1269.93,1268.5926599916113,1.3373400083887645,0.10530816725159921
2024-10-08,1271.98,1268.785777099492,3.1942229005080662,0.2511221010143992
2024-10-09,1281.85,1270.8013232104781,11.048676789521778,0.8619321129177038
2024-10-10,1286.36,1280.1132458090865,6.246754190913407,0.485614772759169
2024-10-11,1288.39,1283.9139843501555,4.476015649844612,0.3474115485070414
2024-10-14,1286.34,1285.829404984424,0.5105950155759729,0.03969362808992985
2024-10-15,1281.08,1283.6694250649862,-2.5894250649862443,0.20212828745792857
2024-10-16,1279.48,1278.9397282848365,0.5402717151634988,0.042225882011385586
2024-10-17,1286.52,1277.634104171517,8.885895828482944,0.6906923971966138
2024-10-18,1285.46,1284.6431310962698,0.8168689037302101,0.06354681621550694
2024-10-21,1279.77,1283.8996296825774,-4.129629682577388,0.3226853014639443
2024-10-22,1269.89,1278.2641841559298,-8.374184155929697,0.6594416961991789
2024-10-23,1270.9,1268.761808369459,2.138191630541087,0.16824231887042745
2024-10-24,1257.41,1270.4665588682642,-13.05655886826412,1.0383692565002889
2024-10-25,1252.72,1257.7911780664735,-5.0711780664735215,0.40481337141843676
2024-10-28,1254.77,1253.390696749378,1.3793032506218879,0.10992478706144516
2024-10-29,1261.78,1254.9838575089634,6.796142491036562,0.5386154869297898
2024-10-30,1258.63,1261.8942675040294,-3.264267504029249,0.2593508421063628
2024-10-31,1264.48,1259.2142056387916,5.265794361208464,0.4164395135681719
2024-11-01,1254.89,1264.4620000891541,-9.572000089154017,0.7627760273073926
2024-11-04,1244.71,1255.3863329710227,-10.676332971022703,0.8577365788767608
2024-11-05,1245.76,1245.9771282870613,-0.21712828706131404,0.017429383433371685
