Seed,N,DM_Stat,p_value,Significant
42,167,-2.7644235011014153,0.005702347626330706,True
52,167,-4.429109090973295,9.462315395003529e-06,True
62,167,-3.787060412147659,0.00015244004695591507,True
72,167,-3.6100565707910603,0.0003061302317599601,True
82,167,-3.7007659693198116,0.00021494965096091612,True
