Metric,Value
RMSE,28.76924221338573
MAE,19.614753293413177
MAPE,1.5544718499473582
Mean_Residual,6.937952095808375
Std_Residual,27.920138220444457
Min_Residual,-163.42510000000016
Max_Residual,58.74409999999989
Skewness,-2.1466303073053874
Kurtosis,10.903143382417316
