PC,eigenvalue,explained_variance_ratio,explained_variance_pct,cumulative_variance_pct
PC1,189.7627364240609,0.5967381648555374,59.67381648555374,59.67381648555374
PC2,59.77856909220553,0.18798292167360228,18.798292167360227,78.47210865291397
PC3,17.19738832022147,0.05407983748497318,5.407983748497318,83.88009240141129
PC4,11.329859508047724,0.035628489019018,3.5628489019018,87.44294130331309
PC5,6.5827652799482275,0.020700519748264867,2.0700519748264865,89.51299327813958
PC6,5.188212481104325,0.01631513358837838,1.6315133588378379,91.14450663697741
