Metric,Value
RMSE,27.40372397947574
MAE,19.50988323353294
MAPE,1.5531200741351086
Mean_Residual,-1.5571622754491155
Std_Residual,27.359446880213277
Min_Residual,-144.4054000000001
Max_Residual,53.47199999999998
Skewness,-1.0556926132131577
Kurtosis,5.488880700405227
