Metric,Value
RMSE,24.728418903231805
MAE,16.888262874251488
MAPE,1.3494796618659837
Mean_Residual,-0.929374251497017
Std_Residual,24.71094828116409
Min_Residual,-125.87540000000013
Max_Residual,85.49630000000002
Skewness,-1.1185090453933169
Kurtosis,7.116362543414889
