Metric,Value
RMSE,91.3651653657267
MAE,85.6427125748503
MAPE,6.70850117755641
Mean_Residual,83.874822754491
Std_Residual,36.22992616897394
Min_Residual,-86.7056
Max_Residual,155.53690000000006
Skewness,-0.6974710330622265
Kurtosis,2.876276696740735
