Metric,Value
RMSE,21.69516196814838
MAE,13.817899401197604
MAPE,1.1148593951499512
Mean_Residual,-5.121446706586833
Std_Residual,21.08200266710406
Min_Residual,-118.01729999999998
Max_Residual,88.05670000000009
Skewness,-0.9928180217014014
Kurtosis,9.214564093815943
