Lookback,Batch_size,Train_RMSE,Train_MAE,Train_MAPE(%),Val_RMSE,Val_MAE,Val_MAPE(%),Train_samples,Val_samples,Train_period_start,Train_period_end,Val_period_start,Val_period_end,Best_Epoch
10,8,19.573101779059787,15.036713430890567,1.2789652734274675,17.89460923627474,14.796284735454776,1.1831026725723186,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,145
10,16,20.46643711195227,15.542362148734556,1.3358409516164964,18.31057659870137,15.017330451283032,1.200277672878552,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,187
10,32,33.81427732562267,25.818546430348444,2.20923448261763,24.84424424459968,19.68691112487297,1.5830231496791403,526,123,2022-01-18,2024-02-29,2024-03-01,2024-08-26,17
20,8,25.745559111707298,19.58033268418423,1.6877454695117267,31.314155226301573,27.629377977324683,2.1853001056229457,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,11
20,16,27.065632860139736,20.52172183487767,1.77140382042062,21.641452829403875,17.871577267530487,1.4241573807473258,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,52
20,32,34.36736036017466,26.385029850449673,2.2656367576732808,25.170820336575687,19.36821559006606,1.5605477181829541,516,123,2022-02-08,2024-02-29,2024-03-01,2024-08-26,67
30,8,26.053371195231406,19.67700668154027,1.7069358435117816,34.79830107564735,30.621102086509133,2.421430508278679,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,7
30,16,28.738989346089898,21.64550386572073,1.8804605633878444,33.94186683115549,29.78786902947153,2.3562317816937726,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,20
30,32,32.80705376283563,24.92211069702631,2.153251983318585,27.334718230994586,23.310777002350093,1.849381933674479,506,123,2022-02-22,2024-02-29,2024-03-01,2024-08-26,40
45,8,26.402076294763447,19.872389972632387,1.731654514281698,43.12215031194036,38.955562118902414,3.078285578807594,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,9
45,16,29.176484430780278,21.58630889208885,1.8789813240731434,43.90637090026418,39.77947420445882,3.1425742162369064,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,16
45,32,32.55092387367387,24.34691089016357,2.102834873441627,33.645964296063454,29.55853507685466,2.3368665735375544,491,123,2022-03-15,2024-02-29,2024-03-01,2024-08-26,31
60,8,24.980989547184258,18.81852798077239,1.6502268444335118,44.1793468202378,40.28096385924795,3.1823017402918543,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,13
60,16,27.88284742921474,20.625930483521536,1.809499356178471,44.03900750189302,40.109730968940525,3.168094810394629,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,22
60,32,31.191278934717715,22.37616250430837,1.9595903456807198,36.13691158956987,32.21733370649135,2.5452889139221004,476,123,2022-04-05,2024-02-29,2024-03-01,2024-08-26,35
