Metric,Mean,Std,Min,Max
RMSE,36.45568733977203,4.276500170505359,31.66413810810173,40.4443914148735
MAE,25.594818125467818,3.3732209962489783,21.931847574382484,29.185623888940867
MAPE(%),2.0131425428133953,0.2551700601588408,1.7305811991476758,2.28093243392106
R2,-0.03534828376381871,0.23709760073985903,-0.26042671339503687,0.2274326829153961
