Seed,N,DM_Stat,p_value,Significant
42,167,-3.324373717272455,0.0008861735695191442,True
52,167,-3.291343383911526,0.0009971012033200832,True
62,167,-3.4401829179314327,0.0005813211562026854,True
72,167,-3.5718308335730518,0.0003544943737590067,True
82,167,-3.2623731776369533,0.0011048359602534585,True
