Seed,N,DM_Stat,p_value,Significant
42,167,-2.38571431656985,0.01704598700033677,True
52,167,-1.7312339367197365,0.08341004881777003,False
62,167,-2.3945914794962526,0.016638892242531345,True
72,167,-1.7742605044322213,0.07602007028488345,False
82,167,-1.9653391661783977,0.04937499532905232,True
