Seed,N,DM_Stat,p_value,Significant
42,167,-3.2695995176941453,0.001076998454492939,True
52,167,-2.3308180938534213,0.019762953616170087,True
62,167,-2.72402423381864,0.006449177414174834,True
72,167,-3.4125719676533417,0.000643529323775871,True
82,167,-3.056468862099673,0.0022396074104507058,True
